,public_client_id,taxa_Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Bifidobacterium,taxa_Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella,taxa_Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Eggerthellaceae.Adlercreutzia,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Bacteroidaceae.Bacteroides,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Marinifilaceae.Odoribacter,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Rikenellaceae.Alistipes,taxa_Bacteria.Bacteroidetes.Bacteroidia.Bacteroidales.Tannerellaceae.Parabacteroides,taxa_Bacteria.Firmicutes.Bacilli.Lactobacillales.Streptococcaceae.Streptococcus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae.Christensenellaceae_R-7_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Christensenellaceae.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae_1.Clostridium_sensu_stricto_1,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiales_vadinBB60_group.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Family_XIII.Family_XIII_AD3011_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Family_XIII.Family_XIII_UCG-001,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Family_XIII.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Agathobacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Anaerostipes,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Blautia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus_1,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Coprococcus_3,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Dorea,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Fusicatenibacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.GCA-900066575,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnoclostridium,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospira,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_FCS020_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_ND3007_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_NK4A136_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_UCG-001,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_UCG-004,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Lachnospiraceae_UCG-010,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Marvinbryantia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.Roseburia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Lachnospiraceae.nan,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Intestinibacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Peptostreptococcaceae.Romboutsia,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Anaerotruncus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Butyricicoccus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Candidatus_Soleaferrea,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.DTU089,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Faecalibacterium,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Flavonifractor,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.GCA-900066225,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Intestinimonas,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Negativibacillus,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Oscillibacter,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Oscillospira,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminiclostridium_5,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminiclostridium_9,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_NK4A214_group,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-002,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-003,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-004,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-005,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcaceae_UCG-013,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus_1,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Ruminococcus_2,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.Subdoligranulum,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.UBA1819,taxa_Bacteria.Firmicutes.Clostridia.Clostridiales.Ruminococcaceae.nan,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Erysipelatoclostridium,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Erysipelotrichaceae_UCG-003,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.Holdemania,taxa_Bacteria.Firmicutes.Erysipelotrichia.Erysipelotrichales.Erysipelotrichaceae.nan,taxa_Bacteria.Firmicutes.Negativicutes.Selenomonadales.Acidaminococcaceae.Phascolarctobacterium,taxa_Bacteria.Proteobacteria.Deltaproteobacteria.Desulfovibrionales.Desulfovibrionaceae.Bilophila,taxa_Bacteria.Proteobacteria.Gammaproteobacteria.Betaproteobacteriales.Burkholderiaceae.Parasutterella,taxa_Bacteria.Verrucomicrobia.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia
1623,01600788,5229,1581,141,89814,1163,8175,4195,286,8770,226,3620,362,273,154,11,32478,2145,6875,785,1096,5017,3712,194,1512,8981,256,1347,9292,1669,869,248,297,7214,11526,2869,1075,0,1830,55,56,45356,234,168,633,191,287,198,983,848,1394,4686,1476,472,2276,1761,18727,5320,8569,41,5270,283,3615,44,0,0,299,89,145
1624,01600866,1080,6615,0,175150,1636,5898,4636,7803,0,30,38,0,21,142,153,12629,8536,21952,154,3528,5046,15267,300,14724,6753,136,2161,2496,1202,6006,1117,935,13177,38114,929,28,22,563,147,11,65082,3565,50,1876,401,1739,1316,947,6691,259,1768,7042,1488,232,5600,22057,4971,7067,689,11115,532,1595,596,321,16,1844,7337,0
1625,01601230,1335,1851,412,62075,2563,5847,6945,306,1870,128,110,130,754,311,27,20026,5143,24094,1383,2199,2363,6280,164,4830,2702,86,2734,3607,2185,410,590,630,3238,17875,105,1478,148,1800,86,114,23002,170,77,640,79,786,179,2164,380,100,5624,760,836,1997,2510,7458,42921,13092,165,5583,316,5716,161,26,3741,871,116,3711
1626,01601352,0,109,67,33537,0,70,11465,0,0,30,0,0,69,0,3,0,128,1045,84,0,0,68,17,2678,85,0,0,387,0,193,132,0,872,2800,0,6,290,190,41,320,1947,538,39,454,106,604,208,249,486,0,33,0,74,67,34,0,387,0,360,2918,446,0,352,14,2060,604,60,1434
1627,01601417,5797,321,22,28633,0,2214,2255,129,241,61,15,16,167,82,45,1061,2183,9231,880,771,1127,1638,51,811,2857,250,1069,910,0,364,99,302,876,2847,234,17,22,1261,8,38,18513,124,1072,81,76,324,88,408,233,410,1479,1184,164,502,2529,2053,2775,1419,31,1085,35,202,33,4,660,84,0,438
1628,01601418,138,0,189,8985,183,5639,3621,174,1156,20,32,37,39,0,13,2931,1147,3894,137,141,488,493,115,979,1225,190,386,2556,90,402,139,355,2229,3211,0,45,0,426,8,27,8874,0,13,102,0,103,79,2132,116,163,265,286,94,39,373,444,24,706,25,685,19,2400,17,57,717,117,572,0
1629,01601753,670,891,53,7844,73,729,520,59,48,25,17,8,40,30,34,4214,290,2659,128,172,736,377,18,612,410,30,214,333,21,11,40,46,369,2000,0,54,0,0,11,138,1213,62,0,106,115,153,9,491,157,64,346,35,98,165,90,2014,2849,2895,105,621,36,207,0,0,303,87,195,0
1630,01601767,9713,2331,31,28448,628,3311,653,297,499,62,26,9,284,91,0,1614,641,14247,694,668,2668,2105,201,2001,2560,337,428,5332,0,546,127,938,5980,9193,24,162,19,778,7,0,18307,15,0,268,0,210,0,306,230,1323,2576,445,0,556,755,7791,0,4803,0,2566,0,57,18,0,0,220,618,402
1631,01602144,6748,9030,47,62116,930,13248,7007,119,22122,376,5668,9582,536,198,159,6966,1684,5703,327,728,1361,529,53,1014,1652,144,345,1119,281,147,106,459,2518,5899,111,4036,133,185,42,247,5345,344,804,1452,269,708,26,842,705,2819,12849,982,258,4602,3446,3243,48703,2164,670,8027,18,590,63,93,610,829,364,3040
1632,01602320,4530,578,0,10673,45,769,29,2168,1211,0,2591,0,22,44,14,15152,929,8982,533,1281,1922,2244,77,746,3406,158,1049,607,1633,782,340,606,1567,5987,310,2836,0,3307,0,0,24067,9,0,180,273,0,20,292,138,16,409,399,0,200,1116,1789,6357,1953,0,959,56,2103,0,0,0,0,1831,0
1633,01602518,356,230,0,28063,199,4343,1857,1673,198,0,0,0,31,49,41,22882,1281,5218,0,319,2461,1382,16,1719,1205,20,152,1036,42,137,304,46,5944,7027,0,54,0,1860,12,20,6545,130,0,70,78,161,85,322,74,166,774,79,0,80,322,2382,6654,2080,14,974,0,4086,18,4,380,505,1235,285
1634,01603049,0,473,10,4510,364,1514,828,89,1567,199,514,2233,694,292,31,4383,1654,3295,312,1748,1191,2532,166,1428,1787,319,401,23156,531,426,174,309,3909,10622,0,0,12,991,48,28,17940,99,84,697,193,609,771,183,928,2567,3834,291,0,2488,813,634,1088,4554,90,4419,5,22,65,0,1951,36,47,4133
1635,01603266,4205,5326,486,47742,626,15773,4913,758,466,64,12,0,400,71,82,6779,3844,15316,1031,3498,7324,3915,10,6029,3649,376,1149,1548,2409,2105,1776,254,8234,16213,119,175,12,1331,7,15,17555,176,19,61,8,224,58,721,1829,498,1196,4840,642,238,2185,6043,2210,6707,4,5460,220,2671,69,25,0,741,78,2139
1636,01603339,2257,5162,472,99647,0,7674,6253,1300,657,131,0,45,328,412,409,1402,11393,32877,0,32,7830,6186,144,7476,4277,0,0,3151,0,744,380,0,311,68138,384,1281,45,1864,55,312,17809,2212,146,1198,928,1649,362,1018,1746,85,67,0,1032,1123,225,0,0,1810,318,4999,6446,521,471,121,5099,1131,3384,228
1637,01603637,0,1153,614,65675,1518,4369,3915,3895,4258,114,89,291,519,156,35,8997,2530,22755,658,3129,3059,3749,383,2286,5005,380,1459,2087,383,552,608,1483,4959,13058,0,586,0,1210,60,168,24417,106,37,201,134,179,202,4198,457,311,4086,1254,524,1442,498,1993,0,8651,60,2175,24,283,47,66,0,276,256,287
1638,01604016,21,6499,889,35136,1291,10462,830,1152,2959,113,27,269,1301,12,130,19,1360,9323,9243,3108,9373,340,0,858,633,126,159,143,0,0,67,604,1075,10112,123,789,136,23,224,239,341,188,54,697,1808,408,0,3361,553,1141,10901,35,1191,3150,152,202,3991,197,1615,6776,44,0,65,5997,935,369,432,19679
1639,01605459,175,101,0,33350,0,0,647,289,0,15,8,0,146,0,20,1948,204,922,109,83,468,600,0,653,5093,11,173,93,336,482,83,0,88,1621,101,41,109,160,4,30,12379,360,0,308,0,706,0,56,239,41,0,555,50,33,359,0,0,477,95,825,48,198,76,25,0,538,0,1161
1640,01605590,1054,8063,205,37901,1015,5138,1172,1708,9539,179,721,340,276,68,129,7153,2715,20743,1080,1219,1915,8777,204,791,9091,85,3912,3264,340,233,350,478,3963,11722,805,1799,165,891,88,84,20966,158,191,204,945,520,184,2414,1937,2336,2336,3259,633,3614,927,3029,0,21857,174,6400,567,4517,56,103,0,131,76,0
1641,01605675,711,582,165,33967,331,9402,441,589,4291,52,184,201,353,142,13,1516,798,6847,208,1104,1606,3032,188,607,4703,69,711,2693,0,127,101,534,508,11006,206,264,19,1824,17,0,19057,53,7,96,264,190,100,385,276,454,2890,1532,358,1995,4057,2045,0,3574,55,1288,44,2801,0,11,871,41,1153,7846
1642,01605949,1083,807,0,1776,6,16,218,2278,324,0,508,11,16,59,0,6073,1061,8224,454,535,1646,1524,92,775,1429,379,389,5338,519,700,228,773,1400,8276,41,637,0,1359,2,0,11122,0,24,18,7,20,18,44,114,78,285,140,136,315,41,1540,1570,1597,5,787,56,200,0,0,15,111,25,0
1643,01606409,30,1670,0,2913,362,6834,1599,111,22980,274,1433,18852,2913,114,465,3269,408,4350,257,664,1404,314,93,597,1965,256,296,13909,379,163,364,1416,3029,7420,0,180,56,278,1128,75,5444,236,533,1007,304,418,45,636,1336,8063,16237,1779,0,5693,1036,3358,5067,2497,123,59984,0,0,0,1346,2191,343,33,3850
1644,01606418,411,1612,0,921,107,130,1376,261,760,100,249,295,282,132,3,4089,1074,4822,252,1094,1638,222,97,884,3966,231,192,3485,1076,797,306,362,462,5016,9,960,0,642,16,48,12245,21,18,379,213,167,154,151,273,685,3041,421,0,658,106,1135,1451,2840,12,1687,0,29,12,17,162,0,11,4
1645,01606429,1251,873,222,40941,0,2260,1422,2502,5391,18,66,82,214,0,1398,748,1558,12049,260,155,1584,1131,22,1643,1016,19,240,4408,206,621,60,0,2237,5877,123,178,22,1428,18,42,7472,282,32,197,0,500,65,131,41,0,0,0,341,506,218,917,0,1697,151,699,154,552,112,43,1664,226,497,5127
1646,01606532,2025,0,1992,13152,52,937,2753,779,6619,541,598,190,1661,272,506,613,11199,8755,1004,205,5522,104,16,2447,578,139,23,336,2120,0,0,517,3294,28827,0,2520,0,18,52,60,8339,25,1091,1637,725,176,18,9962,28,51,5007,22,0,947,1968,284,0,24964,264,8504,1751,28595,29,12,11377,0,54,9100
1647,01608559,262,1091,128,6704,565,1797,2191,42,1921,57,76,266,167,46,0,4128,511,3429,222,300,1328,824,121,681,2027,350,563,2580,717,493,32,204,3058,4552,0,74,4,543,27,0,10800,24,101,0,206,102,28,96,281,693,1045,627,217,814,647,409,4356,2744,34,1455,31,467,26,297,633,141,202,827
1648,01608846,1257,0,0,14473,0,2217,404,1834,3786,79,1937,377,205,144,6,7082,1202,1894,709,396,1364,1014,132,275,3134,131,323,1677,2259,447,83,1462,706,8620,758,676,7,1193,0,38,17167,0,12,169,51,195,460,196,228,1116,1454,459,273,1600,1294,4959,2715,6178,17,1578,0,1803,13,110,262,217,0,0
1649,01609282,2856,0,93,11973,367,12915,34,170,1535,90,30,1069,2259,54,22,685,1805,2682,0,3312,402,99,15,861,2691,0,14,2847,1895,0,79,0,1859,6800,1064,1917,0,19,16,147,2951,145,0,813,0,190,76,1250,838,3494,3653,580,384,9350,1674,3160,3163,3247,1617,8781,271,862,54,17,3948,4064,4786,6965
1650,01609415,2378,0,0,107262,15,100,302,561,0,2,1401,0,0,0,350,114,5087,14876,0,0,0,12,0,41511,1347,0,25,0,0,22,0,4289,43,10290,5258,0,0,1108,0,199,196,773,428,869,14,2145,0,132,16,0,0,0,151,13,23,42,13,12,85,270,7259,0,0,2748,36,0,28,16
1651,01609476,208,202,7,3924,26,898,954,10,932,27,40,104,84,18,0,3244,183,866,100,332,386,240,44,628,1422,35,82,2471,237,329,217,64,934,1697,0,67,23,132,0,9,12444,14,16,104,24,170,38,116,277,186,1675,287,56,528,251,3116,1577,1851,5,1842,0,157,18,0,947,165,47,0
1652,01609811,0,0,416,35576,217,2611,784,197,80,197,8,77,691,105,251,2601,1309,5448,0,534,1491,1856,130,1849,1597,17,260,1329,0,54,337,38,383,5279,0,0,29,1263,29,55,18908,445,20,513,499,571,276,238,583,8,541,211,191,133,488,0,0,368,249,631,326,1472,101,0,1090,378,1716,0
1653,01610044,360,696,0,1665,52,281,292,2364,290,23,82,4,131,23,19,7683,78,1898,116,315,367,113,36,212,1491,7,161,1097,54,207,65,60,1748,1464,339,186,10,239,10,3,6262,18,0,109,230,123,0,261,117,472,2239,210,0,239,59,250,20,1496,33,912,27,74,13,12,116,54,30,12
1654,01610133,382,0,0,144123,0,22,6550,285,183,118,0,22,111,203,282,30902,5361,15956,0,0,1135,4473,323,8971,4595,111,525,406,823,2108,400,338,3971,13057,24,0,111,1974,25,287,21665,620,24,614,576,1159,0,1215,986,0,0,0,536,164,1542,17,4256,8311,217,1012,522,19,228,40,4888,982,3259,347
1655,01610360,7850,6760,0,1332,124,130,739,2702,4226,53,160,553,807,283,11,6315,1462,17989,617,1001,3262,1442,64,2077,6928,222,523,4604,325,996,427,509,6726,8909,71,447,33,2137,283,11,37844,91,26,612,0,172,274,467,894,1690,3610,446,0,2913,3279,2582,24603,3059,251,10173,0,122,14,0,89,266,0,0
1656,01610717,2121,1144,0,280618,967,1417,6871,307,0,0,4530,0,11,0,61,2024,1418,7292,573,351,3794,737,37,15464,11589,9,0,25,0,968,296,55,8387,13222,885,759,20,3195,60,7,17258,1782,9,51,1195,691,156,1081,1264,93,150,0,255,0,0,12,0,1466,851,2103,1742,167,124,608,242,1917,4077,1053
1657,01610725,1870,749,51,64519,1923,3402,6838,1409,6787,92,31,146,353,106,0,15765,2779,6894,586,984,2289,930,457,3250,12849,317,1466,10907,6806,1838,370,562,6063,11899,294,322,5,1767,0,0,68143,48,4,491,31,315,423,504,722,1074,2359,874,0,1526,1131,9534,5320,3631,30,3047,88,6716,105,2,787,297,232,1385
1658,01610891,4068,5979,326,56277,0,10816,1058,1295,892,245,248,279,374,45,139,15490,3014,11177,174,1017,3605,2418,96,2106,6131,206,1332,463,2033,1380,572,82,2522,8250,335,375,52,1882,82,497,39303,430,52,628,1294,1371,48,1165,613,7077,4413,1728,568,233,2311,16923,8308,10943,178,9805,135,1924,30,133,0,966,5115,821
1659,01611163,627,3559,37,36043,0,6410,7596,1272,655,56,4296,10,110,87,94,1268,5410,17110,978,2268,4167,3938,302,3188,1593,179,981,738,223,666,252,323,4892,22609,1968,4598,95,3179,67,109,48472,244,36,397,1407,463,280,1230,620,302,2209,307,557,676,1213,0,0,7321,127,3648,452,4255,130,48,1972,760,134,257
1660,01611218,404,337,76,40976,660,5064,1053,11,357,48,0,914,87,0,89,4778,134,1278,93,0,304,852,16,1180,2156,43,106,887,828,233,298,36,1449,1601,0,0,25,185,5,30,16401,80,6,81,156,460,405,222,520,652,897,0,63,177,100,12197,2665,5100,55,1755,11,0,26,0,2055,206,1420,317
1661,01611286,0,129,0,14677,67,801,641,4525,1034,30,25,23,60,90,50,2441,1200,8066,329,401,2030,1790,58,1299,3405,27,460,1178,365,251,399,246,1377,9798,0,159,0,776,0,0,10102,64,0,60,74,80,0,57,118,353,605,334,157,387,833,1445,2745,1011,18,660,13,7432,25,32,651,147,73,0
1662,01613582,385,165,66,63128,0,4542,0,17,2,20,0,180,36,0,166,1517,1017,4640,0,0,1619,599,0,6163,433,32,0,1334,0,601,100,0,1622,3079,0,17,30,467,13,312,5241,463,17,317,6,932,117,270,384,0,0,9,77,15,189,324,0,0,180,1358,14,1597,41,32,0,0,2289,0
1663,01615079,360,2945,117,56141,312,3686,2112,23,663,137,157,172,172,25,51,4964,1073,2818,190,830,986,2127,101,810,2951,149,518,620,546,75,53,106,2251,3805,153,80,22,770,165,56,11919,71,24,299,145,509,82,336,691,1462,457,1032,91,378,704,2059,4332,2941,16,2243,26,386,62,0,1543,102,936,513
1664,01615426,6660,1809,366,10020,195,260,11511,1185,3282,1115,268,511,312,128,73,7272,7384,23982,928,1046,4054,4055,193,4042,4020,717,441,6048,1667,554,301,804,4553,12200,25,332,41,851,8,61,23600,46,130,142,133,625,10,4242,299,447,5926,196,457,1990,843,4655,3437,7994,75,4412,139,2731,56,5,2796,559,49,29
1665,01615482,141,2203,0,805,76,193,529,4095,256,24,27,0,193,0,114,15719,3793,7074,0,921,6407,797,0,5780,3214,101,129,883,0,0,46,449,2424,8960,77,204,0,1127,43,0,13532,221,6,79,0,692,188,2897,288,938,641,0,0,0,0,4424,0,3265,116,2136,7,4229,79,13,5322,184,56,0
1666,01615649,144,610,21,30373,334,1777,3057,13,203,32,0,84,45,24,14,3224,415,1822,0,337,253,482,15,2058,163,0,0,0,0,279,98,0,1049,2440,38,0,0,373,0,57,8196,254,37,64,0,390,0,1609,178,0,0,0,95,84,315,1131,0,830,35,688,108,0,62,18,978,243,1285,445
1667,01615761,624,113,0,115502,0,928,2939,81,158,15,126,0,0,0,72,11490,431,2482,224,1082,174,1455,34,6177,4146,111,208,494,987,3627,228,0,5478,3491,22,188,104,749,11,21,47421,872,0,707,423,1046,1078,377,1257,10,0,0,68,65,1379,1387,0,4257,95,5173,309,640,241,15,2657,0,0,0
1668,01616824,0,0,0,74816,858,11,3137,394,0,0,786,0,0,0,0,2121,585,13193,489,641,2126,2658,0,1763,5084,105,1534,2527,4087,2256,216,254,4033,5986,47,1043,7,5020,0,0,16747,923,0,505,0,542,0,119,227,0,0,0,493,0,3089,1704,13,2476,36,1267,77,2035,166,173,0,0,0,0
1669,01616854,18754,0,1958,79202,0,3114,2869,7128,25,218,118,0,72,260,290,17251,9318,13889,0,3410,7915,6446,117,3887,4983,13,381,912,1051,537,443,292,3314,25510,2229,2728,209,824,181,270,14688,2327,218,406,2271,3437,0,1848,2749,0,0,0,1492,65,1281,6438,0,1513,490,10242,760,4772,132,203,2120,578,0,0
1670,01617024,12508,0,0,78602,0,14520,0,375,0,0,2693,0,0,0,0,0,3759,14916,0,0,0,0,0,5994,0,0,0,0,0,0,100,13,0,13138,1353,7,0,736,82,0,40078,1909,0,0,0,1647,0,3293,0,0,0,0,0,0,10,15,22,0,312,106,4369,0,0,1897,4357,0,0,0
1671,01617455,1287,99,210,43458,764,7227,6557,241,1384,316,66,448,165,45,7,1275,839,5278,319,946,1383,1529,232,2968,6765,73,357,444,0,0,64,239,1535,4892,10,263,142,305,80,135,29118,143,48,596,294,680,560,165,329,588,3338,854,131,420,1167,1418,507,2883,209,6076,122,2503,124,10,0,0,1758,3428
1672,01617608,6706,1250,115,11654,174,2688,1293,824,131,12,55,0,201,0,0,5466,374,8033,0,731,1813,2364,0,255,1100,20,13,307,0,19,0,0,446,2566,73,32,27,146,6,17,2085,127,0,32,0,229,0,260,389,1029,873,118,244,0,61,51,3650,2683,93,782,78,3306,22,14,339,85,23,0
1673,01617816,50,23,229,36010,0,753,1686,90,140,260,0,761,366,43,88,833,517,1963,106,107,411,111,47,945,1054,0,174,2937,468,293,1049,51,2504,3157,15,11,34,214,8,28,6274,95,38,108,118,185,27,94,193,134,4429,759,143,770,487,0,1200,1554,68,4202,133,297,27,0,0,0,33,4366
1674,01618533,7151,3214,510,26294,449,4997,1930,86,1928,197,103,522,540,155,108,6187,8553,21470,1289,1406,2832,4526,139,656,3181,216,338,842,216,40,52,442,1803,9672,415,182,25,722,79,45,13563,272,89,199,92,517,35,634,711,2029,6282,722,559,1730,904,3208,14729,6384,56,666,415,5444,34,29,0,174,1814,1787
1675,01618569,85,8892,982,35451,517,7418,6495,2024,3933,439,489,182,516,103,546,15061,4647,18499,1852,4592,777,3585,179,6211,6761,385,114,866,135,373,178,1337,2253,22584,0,294,315,72,110,260,20598,400,386,481,1649,1691,1547,1887,672,3677,13937,0,1810,6602,327,5992,27769,2779,226,3488,305,2438,70,54,4733,0,170,5725
1676,01618734,995,0,15,30023,266,2918,860,326,299,29,123,108,61,23,14,4893,592,1190,102,217,589,619,26,1389,2071,25,204,599,541,61,320,13,1289,1937,13,37,6,343,4,16,11532,43,11,149,12,163,0,331,60,333,1704,298,33,163,46,1438,1175,1407,28,3467,7,471,25,5,0,386,1968,4
1677,01618870,5655,1465,131,17544,0,2433,3632,1327,785,122,29,325,45,0,94,13011,1091,6642,0,0,1072,0,51,932,345,9,390,1276,63,376,136,30,317,3993,184,365,18,336,37,35,13550,126,44,52,0,478,35,804,525,1398,369,0,258,20,770,5890,4602,4752,64,1340,147,625,52,27,269,290,1481,2789
1678,01618933,29,399,0,126989,0,331,3789,15,0,0,9,0,0,0,0,1817,423,2418,139,79,629,318,36,5747,5004,10,157,1863,0,1300,928,0,2295,2597,14,0,9,987,8,0,36938,90,0,120,35,106,0,29,296,50,72,415,0,24,311,5861,1953,1588,39,693,25,1017,79,0,6313,0,0,0
1679,01619062,6917,0,0,22228,0,0,0,489,0,0,546,0,0,0,0,1760,10393,6810,273,657,473,19,0,2200,3808,0,1761,131,212,420,0,0,8507,4002,319,146,0,952,0,0,18147,711,0,112,0,0,0,633,0,0,0,0,0,0,891,1012,0,0,20,0,1120,9225,199,161,0,0,0,0
1680,01619307,275,3368,85,90304,2589,13098,13890,919,14945,229,243,4099,281,292,148,6239,389,3762,465,4030,4050,2292,120,2598,6740,115,389,6441,211,4239,265,85,3758,10254,0,138,253,1533,253,175,38874,418,92,2323,4477,1131,275,1879,1948,3270,16960,2589,0,7826,2079,1087,3010,4559,658,11541,14,0,128,709,9808,721,300,2159
1681,01619930,25,190,412,21217,334,1771,489,140,321,11,0,42,124,87,20,1434,2030,11474,0,133,2209,980,61,1641,2373,135,1052,4069,6076,572,121,408,3225,11163,18,0,29,859,16,9,20488,255,113,88,34,198,82,133,88,1238,837,761,132,367,1343,2151,31,1047,59,1044,0,1744,71,6,978,154,498,29
1682,01620794,0,614,25,101610,872,7746,6438,107,3221,528,0,1022,450,44,81,7792,565,6083,184,749,1014,1138,75,5755,853,19,0,10081,0,114,410,311,7514,6520,17,61,334,328,58,60,14857,377,127,1222,642,720,302,488,593,829,2819,411,209,5114,469,1135,5346,56,209,1858,201,0,87,17,2107,916,3031,689
1683,01621465,4826,87,442,90269,617,8326,1336,19,527,36,58,924,40,100,0,13791,2280,10361,473,1216,2769,491,282,1913,4914,285,375,6092,3211,1232,788,145,3284,5594,0,18,0,1368,6,0,22032,44,15,95,0,210,67,113,602,152,959,303,282,574,1306,1575,4460,5297,40,1542,70,3280,39,13,1998,0,2175,1979
1684,01621834,16,86,27,10821,204,985,616,0,48,12,0,13,0,0,0,1301,113,322,0,86,41,0,0,382,291,19,118,68,320,154,14,17,144,516,0,0,8,86,0,12,1536,82,0,122,90,94,117,20,74,0,308,64,24,100,208,278,220,1192,38,213,28,103,31,0,122,70,425,90
1685,01621998,718,0,56,41073,300,2131,886,496,575,95,23,76,218,50,76,5970,872,12794,0,685,1546,944,116,1347,3245,285,1725,894,86,358,328,11,1325,5471,96,1658,9,716,9,37,8650,358,63,91,30,247,166,364,321,0,0,0,289,133,535,2098,4099,4749,84,1841,91,1372,97,27,1253,233,40,176
